Program_Combo,ID,Count
"A60160 - Automotive Systems Technology, C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert","[411503.0, 445288.0, 692878.0, 845160.0, 2510197.0, 2559787.0, 2580989.0, 2582616.0, 2596175.0, 2596347.0, 2612595.0, 2619907.0, 2651919.0, 2659573.0, 2677233.0, 2696232.0, 2711305.0, 2736253.0, 2737763.0, 2790635.0, 2819963.0, 2822584.0, 2823501.0, 2870775.0, 2878643.0, 2881805.0, 2897021.0, 2905002.0, 2911380.0, 2939826.0, 2940166.0, 2940182.0, 2942627.0, 2943424.0, 2947162.0, 2948476.0, 2950834.0, 2952992.0, 2953487.0, 2953508.0, 2956454.0, 2961811.0, 2961882.0, 2965679.0, 2966479.0, 2967633.0, 2969848.0, 2970958.0, 2971984.0, 2974474.0, 2975441.0, 2984071.0, 2985317.0, 2985361.0, 2985379.0, 2986299.0, 2986618.0, 2986906.0, 2987241.0, 2987445.0, 2988367.0, 2988814.0, 2989229.0, 2989240.0, 2989407.0, 2989894.0, 2990079.0, 2990101.0, 2990451.0, 2990557.0, 2991571.0, 2992199.0, 2992343.0, 2993244.0, 2993255.0, 2993332.0, 2993628.0, 2993649.0, 2993828.0, 2994270.0, 2994355.0, 2995096.0, 2995621.0, 2997598.0, 2997702.0, 2997950.0, 2998024.0, 2998307.0, 2998473.0, 2998524.0, 2998625.0, 2998637.0, 2999253.0, 2999452.0, 2999856.0, 3000084.0, 3000241.0, 3001322.0, 3005402.0, 3005465.0, 3005583.0, 3005591.0, 3005773.0, 3005845.0, 3006571.0, 3006615.0, 3006705.0, 3006745.0, 3007476.0, 3007502.0, 3008860.0, 3008907.0, 3009100.0, 3009218.0, 3009241.0, 3010121.0, 3010344.0, 3010520.0, 3010937.0, 3012614.0, 3014270.0, 3016247.0, 3016889.0, 3017778.0, 3020619.0, 3021320.0]",126
"A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert","[217201.0, 218543.0, 259959.0, 411631.0, 521483.0, 957318.0, 961651.0, 999762.0, 2204099.0, 2487846.0, 2499645.0, 2504729.0, 2505717.0, 2505796.0, 2515404.0, 2521004.0, 2521878.0, 2531381.0, 2539264.0, 2576922.0, 2593708.0, 2598181.0, 2599658.0, 2604077.0, 2612515.0, 2613067.0, 2632134.0, 2634564.0, 2636754.0, 2656984.0, 2706769.0, 2706960.0, 2713843.0, 2735203.0, 2747143.0, 2769062.0, 2769063.0, 2782930.0, 2788273.0, 2806620.0, 2810856.0, 2812383.0, 2824366.0, 2829617.0, 2839244.0, 2842668.0, 2842828.0, 2846490.0, 2851744.0, 2853243.0, 2853883.0, 2856562.0, 2865339.0, 2866920.0, 2872684.0, 2880188.0, 2881156.0, 2893707.0, 2896558.0, 2911275.0, 2911374.0, 2916709.0, 2916962.0, 2922922.0, 2923519.0, 2925628.0, 2928489.0, 2937330.0, 2944144.0, 2947006.0, 2948951.0, 2951009.0, 2955240.0, 2959477.0, 2959505.0, 2962299.0, 2963399.0, 2964157.0, 2964754.0, 2966962.0, 2967011.0, 2968228.0, 2970234.0, 2970408.0, 2971075.0, 2973084.0, 2973745.0, 2975126.0, 2977210.0, 2977372.0, 2977802.0, 2979280.0, 2981443.0, 2983680.0, 2985327.0, 2986571.0, 2986854.0, 2986918.0, 2989216.0, 2989714.0, 2991823.0, 2993917.0, 2994090.0, 2996658.0, 2997311.0, 2998099.0, 2999525.0, 2999602.0]",108
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate","[107019.0, 332957.0, 1229875.0, 1264487.0, 1377286.0, 2443570.0, 2522094.0, 2561194.0, 2561221.0, 2603333.0, 2611177.0, 2613382.0, 2637152.0, 2646865.0, 2652069.0, 2694342.0, 2702369.0, 2704827.0, 2719789.0, 2734966.0, 2750579.0, 2757398.0, 2787606.0, 2818121.0, 2829443.0, 2841835.0, 2855662.0, 2858177.0, 2869269.0, 2882747.0, 2883988.0, 2897209.0, 2899556.0, 2900092.0, 2905322.0, 2908437.0, 2915495.0, 2918178.0, 2927978.0, 2932072.0, 2932086.0, 2939182.0, 2940789.0, 2942228.0, 2942572.0, 2947494.0, 2953886.0, 2954387.0, 2957912.0, 2958690.0, 2961739.0, 2961820.0, 2962019.0, 2962529.0, 2962923.0, 2963027.0, 2963456.0, 2964412.0, 2965127.0, 2966550.0, 2967701.0, 2974588.0, 2974796.0, 2977493.0, 2977527.0, 2978022.0, 2979332.0, 2983805.0, 2984859.0, 2986371.0, 2986623.0, 2996984.0, 2997650.0, 2998872.0, 2999490.0, 2999796.0, 2999825.0, 3000075.0, 3002247.0, 3002300.0, 3002896.0, 3005784.0, 3005853.0, 3006477.0, 3007525.0, 3007633.0, 3008396.0, 3008566.0, 3008958.0, 3009067.0, 3009095.0, 3009404.0, 3009476.0, 3009758.0, 3010311.0, 3010429.0, 3011770.0, 3011900.0, 3015617.0, 3016989.0, 3017005.0, 3018163.0, 3018207.0, 3018665.0, 3018766.0]",105
"A35140 - Building Construction Technology, C35140C3 - Building Construction Technology/Intro to Bldg Const Cert","[558608.0, 559424.0, 1190831.0, 1263728.0, 1416651.0, 2489661.0, 2526589.0, 2540951.0, 2562233.0, 2569507.0, 2595827.0, 2598118.0, 2607503.0, 2612209.0, 2622478.0, 2637633.0, 2674624.0, 2699062.0, 2704400.0, 2708746.0, 2726597.0, 2729839.0, 2752097.0, 2761821.0, 2768912.0, 2770368.0, 2781184.0, 2802002.0, 2809920.0, 2824372.0, 2825175.0, 2829663.0, 2834957.0, 2838574.0, 2844995.0, 2857794.0, 2858567.0, 2859609.0, 2863277.0, 2868266.0, 2875926.0, 2878047.0, 2886331.0, 2887158.0, 2891088.0, 2893980.0, 2895317.0, 2901810.0, 2931499.0, 2932411.0, 2943199.0, 2944440.0, 2951689.0, 2955042.0, 2955209.0, 2956631.0, 2956714.0, 2957609.0, 2958852.0, 2960654.0, 2961269.0, 2962308.0, 2963974.0, 2966493.0, 2968000.0, 2968275.0, 2971419.0, 2971460.0, 2972291.0, 2977636.0, 2980660.0, 2981732.0, 2987494.0, 2989389.0, 2989755.0, 2990817.0, 2994164.0, 2994230.0, 2994750.0, 2994950.0, 2995139.0, 2995447.0, 2996638.0, 2997212.0, 2997660.0, 3001198.0, 3002387.0, 3002999.0, 3004748.0, 3006643.0, 3007240.0, 3007505.0, 3007674.0, 3008612.0, 3009337.0, 3009569.0, 3010492.0, 3010611.0, 3011061.0, 3012259.0, 3016153.0, 3017200.0, 3018915.0, 3020808.0]",104
"A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate","[294132.0, 330219.0, 333214.0, 521652.0, 659270.0, 1146942.0, 1454045.0, 1612221.0, 2099837.0, 2479684.0, 2517092.0, 2526691.0, 2528763.0, 2536224.0, 2563324.0, 2584355.0, 2586122.0, 2610445.0, 2629901.0, 2645526.0, 2659193.0, 2673587.0, 2675722.0, 2693866.0, 2716088.0, 2730123.0, 2741020.0, 2749460.0, 2761289.0, 2771359.0, 2786218.0, 2790175.0, 2802804.0, 2805094.0, 2806812.0, 2856281.0, 2865798.0, 2885588.0, 2889035.0, 2894451.0, 2899889.0, 2900259.0, 2907885.0, 2912187.0, 2922698.0, 2925524.0, 2938300.0, 2939905.0, 2948110.0, 2949607.0, 2950416.0, 2952704.0, 2954761.0, 2958167.0, 2960503.0, 2961323.0, 2964414.0, 2966673.0, 2974612.0, 2978398.0, 2980127.0, 2980168.0, 2981429.0, 2983567.0, 2983844.0, 2984174.0, 2990223.0, 2990818.0, 2991276.0, 2994134.0, 2994395.0, 2995140.0, 2996180.0, 2996264.0, 2996988.0, 2999103.0, 2999889.0, 3000968.0, 3002388.0, 3002850.0, 3005289.0, 3005854.0, 3006046.0, 3007955.0, 3008072.0, 3009598.0, 3010246.0, 3010836.0, 3011939.0, 3012051.0, 3012108.0, 3012590.0, 3012880.0, 3017222.0, 3017399.0, 3017619.0, 3019345.0, 3021170.0]",98
"A30100 - Graphic Design, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C2 - Graphic Design/Graphic Design Basics Certificate, C30100C4 - Graphic DesignAdobe Applications Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate","[769579.0, 2554579.0, 2580283.0, 2598617.0, 2601124.0, 2615244.0, 2628411.0, 2682055.0, 2701603.0, 2753756.0, 2787351.0, 2790044.0, 2824269.0, 2828917.0, 2851715.0, 2866105.0, 2866893.0, 2870457.0, 2871326.0, 2874895.0, 2878978.0, 2883148.0, 2888257.0, 2911216.0, 2912116.0, 2917955.0, 2918681.0, 2922990.0, 2925724.0, 2931540.0, 2943457.0, 2943462.0, 2946614.0, 2950602.0, 2950624.0, 2951975.0, 2952161.0, 2952525.0, 2953796.0, 2954313.0, 2957122.0, 2958793.0, 2959325.0, 2960063.0, 2962554.0, 2973841.0, 2974460.0, 2974600.0, 2977324.0, 2978168.0, 2978298.0, 2980436.0, 2981358.0, 2982839.0, 2984123.0, 2984544.0, 2984744.0, 2989328.0, 2989736.0, 2991499.0, 2991632.0, 2992108.0, 2993428.0, 2993729.0, 2994359.0, 2994814.0, 2996321.0, 2996358.0, 2996782.0, 2997571.0, 2997730.0, 2997811.0, 2999002.0, 2999664.0, 2999695.0, 3000940.0, 3001193.0, 3002534.0, 3003391.0, 3004712.0, 3004863.0, 3005838.0, 3006702.0, 3007990.0, 3007996.0, 3008472.0, 3008835.0, 3009611.0, 3009701.0, 3009873.0, 3010278.0, 3011723.0, 3016675.0, 3016820.0, 3017864.0, 3019370.0]",96
"A55150 - Culinary Arts, C55150C3 - Culinary Arts/Demi-Chef Certificate, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate","[481341.0, 809015.0, 881779.0, 1187819.0, 1302659.0, 1340196.0, 1418879.0, 2396186.0, 2502387.0, 2506456.0, 2527352.0, 2535459.0, 2571758.0, 2584088.0, 2585923.0, 2591817.0, 2599915.0, 2601360.0, 2649112.0, 2688462.0, 2709446.0, 2716271.0, 2716746.0, 2725741.0, 2728618.0, 2750017.0, 2750316.0, 2760447.0, 2762394.0, 2812862.0, 2824991.0, 2826091.0, 2835320.0, 2840323.0, 2851153.0, 2851579.0, 2873283.0, 2874158.0, 2874827.0, 2875364.0, 2891324.0, 2902707.0, 2905679.0, 2923516.0, 2926227.0, 2928412.0, 2932867.0, 2933974.0, 2941016.0, 2944444.0, 2946716.0, 2948697.0, 2951442.0, 2956992.0, 2958165.0, 2958524.0, 2959011.0, 2959186.0, 2960496.0, 2960984.0, 2961665.0, 2961715.0, 2962032.0, 2962710.0, 2963116.0, 2964595.0, 2966576.0, 2966709.0, 2972435.0, 2972973.0, 2975733.0, 2979288.0, 2981479.0, 2982256.0, 2983727.0, 2985176.0, 2985404.0, 2986051.0, 2987557.0, 2989803.0, 2990246.0, 2991641.0, 2992561.0, 2994011.0, 2994139.0, 2996105.0, 2996360.0, 2996893.0, 2997469.0, 2998345.0, 3000650.0, 3002203.0, 3007872.0]",93
"A25120H - Business Administration /Human Resources Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert","[107459.0, 217912.0, 218910.0, 448597.0, 596406.0, 621419.0, 660980.0, 1302325.0, 2470812.0, 2478249.0, 2515551.0, 2555502.0, 2585876.0, 2604170.0, 2608623.0, 2621968.0, 2622575.0, 2655001.0, 2658077.0, 2685077.0, 2694702.0, 2698345.0, 2717273.0, 2729369.0, 2735692.0, 2759197.0, 2777777.0, 2782275.0, 2782332.0, 2787639.0, 2788070.0, 2790182.0, 2805263.0, 2815281.0, 2815437.0, 2831561.0, 2844254.0, 2852859.0, 2858717.0, 2879986.0, 2881959.0, 2882456.0, 2891090.0, 2893762.0, 2895248.0, 2901111.0, 2902012.0, 2902329.0, 2902393.0, 2917349.0, 2923733.0, 2926232.0, 2927330.0, 2929048.0, 2933030.0, 2933147.0, 2936121.0, 2944626.0, 2949479.0, 2950641.0, 2953882.0, 2956377.0, 2956779.0, 2957778.0, 2960511.0, 2973579.0, 2974939.0, 2976514.0, 2979780.0, 2981893.0, 2985349.0, 2987579.0, 2988647.0, 2990190.0, 2990963.0, 2991619.0, 2991922.0, 2993012.0, 2994956.0, 2995856.0, 2995980.0, 2996241.0, 2996785.0]",83
"A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert","[105023.0, 105197.0, 180596.0, 595628.0, 958321.0, 1109477.0, 1307102.0, 1340084.0, 1457027.0, 1529021.0, 2485375.0, 2489047.0, 2555864.0, 2559352.0, 2571535.0, 2573960.0, 2589126.0, 2636540.0, 2652006.0, 2686678.0, 2711120.0, 2754946.0, 2768057.0, 2772796.0, 2816313.0, 2837041.0, 2851555.0, 2861348.0, 2870450.0, 2876072.0, 2877098.0, 2884505.0, 2917060.0, 2918165.0, 2922068.0, 2924999.0, 2929859.0, 2934165.0, 2938020.0, 2938602.0, 2938689.0, 2941843.0, 2942368.0, 2949686.0, 2950954.0, 2950955.0, 2953345.0, 2953987.0, 2955075.0, 2956229.0, 2956609.0, 2957657.0, 2959697.0, 2959826.0, 2960944.0, 2961121.0, 2961173.0, 2961875.0, 2963037.0, 2964377.0, 2966160.0, 2967090.0, 2967152.0, 2967467.0, 2968868.0, 2969529.0, 2972659.0, 2972686.0, 2974334.0, 2974799.0, 2976712.0, 2977668.0, 2977812.0, 2978155.0, 2979279.0, 2979828.0, 2983507.0, 2987799.0, 2989263.0, 2991452.0]",80
"A35130 - Electrical Systems Technology, C35130C3 - Electrical Systems Technology/Basic Residential Wiring Cert","[447112.0, 596244.0, 2527318.0, 2557211.0, 2566732.0, 2568850.0, 2577232.0, 2680332.0, 2686984.0, 2714797.0, 2714896.0, 2724898.0, 2750698.0, 2758661.0, 2779782.0, 2780946.0, 2784565.0, 2805504.0, 2810360.0, 2817247.0, 2821254.0, 2828618.0, 2829945.0, 2840235.0, 2843955.0, 2859081.0, 2868846.0, 2870351.0, 2884537.0, 2897966.0, 2916437.0, 2918699.0, 2925807.0, 2926325.0, 2941966.0, 2954110.0, 2957877.0, 2961660.0, 2962145.0, 2964396.0, 2966946.0, 2966987.0, 2967795.0, 2973280.0, 2975973.0, 2977507.0, 2977741.0, 2986537.0, 2990337.0, 2995243.0, 2997599.0, 2998465.0, 3000132.0, 3002078.0, 3004056.0, 3004072.0, 3005350.0, 3005501.0, 3005687.0, 3007122.0, 3007167.0, 3007307.0, 3007472.0, 3007804.0, 3008114.0, 3008679.0, 3008682.0, 3008741.0, 3009232.0, 3009394.0, 3009450.0, 3009694.0, 3009821.0, 3009925.0, 3010466.0, 3010762.0, 3011006.0, 3013165.0]",78
"A25800A - Accounting and Finance/Accounting, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate","[105294.0, 774092.0, 964899.0, 1378412.0, 1414480.0, 1573763.0, 2445374.0, 2553622.0, 2559649.0, 2574584.0, 2576596.0, 2588480.0, 2591007.0, 2597437.0, 2630476.0, 2631799.0, 2645157.0, 2647018.0, 2665832.0, 2681989.0, 2699468.0, 2750261.0, 2751835.0, 2804848.0, 2826499.0, 2848808.0, 2851645.0, 2871566.0, 2872980.0, 2874346.0, 2874553.0, 2875037.0, 2887447.0, 2894281.0, 2911985.0, 2918710.0, 2923567.0, 2932101.0, 2935690.0, 2936559.0, 2947519.0, 2950745.0, 2951029.0, 2953051.0, 2954937.0, 2959627.0, 2961474.0, 2963432.0, 2965441.0, 2967472.0, 2967565.0, 2972660.0, 2973736.0, 2976402.0, 2981284.0, 2982301.0, 2982771.0, 2984546.0, 2985203.0, 2985957.0, 2988084.0, 2988383.0, 2988431.0, 2988501.0, 2989144.0, 2989676.0, 2990567.0, 2991103.0, 2991625.0, 2991964.0, 2992438.0, 2992857.0, 2993335.0, 2994621.0, 2996319.0, 2996332.0]",76
"A25620G - Supply Chain Management/Global Logistics Technology, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert","[483483.0, 659049.0, 1033537.0, 1040368.0, 1344390.0, 1492148.0, 2485644.0, 2501670.0, 2520919.0, 2549790.0, 2607888.0, 2610124.0, 2692013.0, 2734693.0, 2777155.0, 2787770.0, 2810590.0, 2861666.0, 2864631.0, 2867670.0, 2874531.0, 2876336.0, 2878638.0, 2880614.0, 2887027.0, 2887769.0, 2889403.0, 2893232.0, 2896088.0, 2901561.0, 2908281.0, 2912260.0, 2922344.0, 2924416.0, 2925860.0, 2926512.0, 2927460.0, 2933688.0, 2934601.0, 2943306.0, 2943472.0, 2948673.0, 2955106.0, 2955771.0, 2955902.0, 2960021.0, 2960471.0, 2964384.0, 2964830.0, 2965009.0, 2971311.0, 2974852.0, 2977584.0, 2977595.0, 2980688.0, 2986520.0, 2987334.0, 2987738.0, 2989042.0, 2990438.0, 2996667.0, 2996750.0, 2999385.0, 3000199.0, 3000294.0, 3005012.0, 3006698.0, 3008446.0, 3008696.0, 3009826.0, 3010660.0, 3011509.0, 3012881.0, 3015697.0, 3020835.0]",75
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert","[222366.0, 1453513.0, 2476604.0, 2480277.0, 2504287.0, 2545473.0, 2594588.0, 2669912.0, 2672327.0, 2725044.0, 2761814.0, 2831861.0, 2841090.0, 2844554.0, 2866380.0, 2869873.0, 2883882.0, 2895512.0, 2917476.0, 2932102.0, 2932660.0, 2942665.0, 2944211.0, 2945517.0, 2948911.0, 2951490.0, 2953445.0, 2958726.0, 2960772.0, 2961439.0, 2962776.0, 2963992.0, 2964211.0, 2964420.0, 2965386.0, 2968251.0, 2970769.0, 2973459.0, 2975099.0, 2975639.0, 2976282.0, 2976938.0, 2977032.0, 2978278.0, 2979816.0, 2980877.0, 2981693.0, 2982088.0, 2982420.0, 2982473.0, 2984729.0, 2984822.0, 2985129.0, 2985340.0, 2986629.0, 2987631.0, 2988321.0, 2988583.0, 2989342.0, 2990672.0, 2992271.0, 2992984.0, 2995099.0, 2995861.0, 2996353.0, 2997640.0, 2998032.0]",67
"A55240 - Fire Protection Technology, C55240C1 - Fire Protection Technology Certificate","[774052.0, 961517.0, 1036956.0, 1378825.0, 1491278.0, 2475597.0, 2549042.0, 2605589.0, 2629883.0, 2641753.0, 2643145.0, 2651997.0, 2655961.0, 2753918.0, 2776806.0, 2805991.0, 2842297.0, 2859160.0, 2885643.0, 2904873.0, 2908473.0, 2919281.0, 2923250.0, 2926033.0, 2935305.0, 2938489.0, 2942356.0, 2948343.0, 2948433.0, 2951980.0, 2952656.0, 2963823.0, 2968574.0, 2972040.0, 2973350.0, 2974087.0, 2976292.0, 2976296.0, 2979224.0, 2984726.0, 2985090.0, 2986206.0, 2988801.0, 2992146.0, 2994145.0, 2995818.0, 2998161.0, 3005080.0, 3005468.0, 3008321.0, 3008583.0, 3009057.0, 3012735.0, 3014053.0, 3015402.0, 3017962.0, 3018257.0]",57
"A55150 - Culinary Arts, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate","[658935.0, 850075.0, 885903.0, 1227127.0, 2502400.0, 2514070.0, 2588921.0, 2589316.0, 2627954.0, 2682384.0, 2814755.0, 2816039.0, 2818470.0, 2821790.0, 2885546.0, 2886292.0, 2892944.0, 2897854.0, 2924116.0, 2926272.0, 2929051.0, 2935587.0, 2935589.0, 2936390.0, 2942204.0, 2949127.0, 2949908.0, 2950630.0, 2963680.0, 2971467.0, 2979271.0, 2981451.0, 2981840.0, 2981849.0, 2982393.0, 2984636.0, 2986621.0, 2996851.0, 2999471.0, 3000900.0, 3005005.0, 3007033.0, 3007409.0, 3007545.0, 3008279.0, 3009211.0, 3009766.0, 3010100.0, 3010240.0, 3017375.0]",50
"A15240 - Horticulture Technology, C15240C1 - Horticulture Technology/Basic Landscape Maint Certificate","[105838.0, 143796.0, 219906.0, 334867.0, 921578.0, 922045.0, 926919.0, 960956.0, 2483403.0, 2535642.0, 2592363.0, 2610553.0, 2630716.0, 2642742.0, 2643221.0, 2670739.0, 2756912.0, 2763909.0, 2771924.0, 2802309.0, 2810300.0, 2815840.0, 2835378.0, 2888155.0, 2889748.0, 2890594.0, 2896004.0, 2939136.0, 2947766.0, 2951967.0, 2955492.0, 2970915.0, 2971306.0, 2978838.0, 2981142.0, 2984060.0, 2985853.0, 2986252.0, 2989349.0, 2997366.0, 3002839.0, 3005403.0, 3007569.0, 3008551.0, 3009170.0, 3009412.0, 3010421.0, 3011345.0, 3012715.0]",49
"A10100 - Associate in Arts, A10400 - Associate in Science","[2494913.0, 2610077.0, 2679629.0, 2780311.0, 2807476.0, 2872874.0, 2878679.0, 2924055.0, 2924584.0, 2932316.0, 2933559.0, 2940763.0, 2943730.0, 2951129.0, 2951224.0, 2952821.0, 2956498.0, 2961906.0, 2962470.0, 2963320.0, 2964065.0, 2964465.0, 2965356.0, 2967650.0, 2974291.0, 2974971.0, 2976032.0, 2977647.0, 2978169.0, 2980843.0, 2981231.0, 2981514.0, 2984671.0, 2984839.0, 2985911.0, 2986930.0, 2987248.0, 2987952.0, 2993671.0, 2997687.0, 2998347.0, 3000234.0, 3000676.0, 3001881.0, 3002606.0, 3003394.0, 3006055.0, 3008378.0, 3009330.0]",49
"A5518C - Criminal Justice Technology Forensic Science, C5518CC1 - Criminal Justice Technology Forensic Science Certificate","[256644.0, 2476618.0, 2536221.0, 2585842.0, 2587444.0, 2637475.0, 2724250.0, 2804936.0, 2810557.0, 2831549.0, 2836193.0, 2842105.0, 2844770.0, 2869899.0, 2878957.0, 2897872.0, 2898776.0, 2899844.0, 2907685.0, 2909093.0, 2909962.0, 2930640.0, 2934341.0, 2939396.0, 2942960.0, 2944009.0, 2945639.0, 2947174.0, 2950965.0, 2951553.0, 2953380.0, 2956453.0, 2960960.0, 2966247.0, 2966501.0, 2971802.0, 2972972.0, 2975029.0, 2977139.0, 2980399.0, 2987957.0, 2988912.0, 2992034.0, 2992295.0, 2994137.0, 2994260.0, 2995169.0, 2999658.0]",48
"A25620D - Supply Chain Management/Distribution Management, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert","[2450980.0, 2580040.0, 2624075.0, 2631884.0, 2653558.0, 2688205.0, 2694436.0, 2789248.0, 2843275.0, 2844472.0, 2846136.0, 2865058.0, 2870151.0, 2882381.0, 2892231.0, 2910890.0, 2910920.0, 2916730.0, 2917152.0, 2918324.0, 2934612.0, 2943523.0, 2958417.0, 2959649.0, 2961046.0, 2964358.0, 2964966.0, 2967784.0, 2969564.0, 2969841.0, 2974065.0, 2977846.0, 2980927.0, 2987893.0, 2990008.0, 2990064.0, 2990283.0, 2994983.0, 2995465.0, 2995871.0, 2999877.0, 3005858.0, 3007737.0, 3010581.0, 3013222.0, 3016633.0, 3019517.0, 3019819.0]",48
"A10100 - Associate in Arts, A10300 - Associate in General Education","[524480.0, 958016.0, 997964.0, 1490495.0, 1534336.0, 2481604.0, 2529856.0, 2537842.0, 2645928.0, 2777591.0, 2782345.0, 2788327.0, 2788407.0, 2811458.0, 2827279.0, 2854266.0, 2868597.0, 2868722.0, 2887205.0, 2912886.0, 2934183.0, 2949614.0, 2951070.0, 2952620.0, 2958489.0, 2958787.0, 2960288.0, 2962141.0, 2964248.0, 2971358.0, 2974837.0, 2976383.0, 2976493.0, 2983411.0, 2983686.0, 2984094.0, 2986770.0, 2987135.0, 2988154.0, 2990877.0, 2996037.0, 2997182.0, 2997499.0, 3007255.0, 3007301.0, 3010065.0, 3013134.0]",47
"C35180C1 - Carpentry/General Contractor's Lic Prep Certificate, D35180 - Carpentry (Diploma)","[77307.0, 294498.0, 775452.0, 1346320.0, 1417881.0, 1530480.0, 2556278.0, 2608988.0, 2618246.0, 2620682.0, 2625290.0, 2654422.0, 2661205.0, 2662034.0, 2697561.0, 2728516.0, 2824579.0, 2826794.0, 2830233.0, 2832575.0, 2832675.0, 2906617.0, 2915757.0, 2917783.0, 2918127.0, 2933308.0, 2941220.0, 2962499.0, 2963693.0, 2972599.0, 2977690.0, 2983526.0, 2986011.0, 2987469.0, 2992686.0, 2993998.0, 2994822.0, 2997645.0, 2999540.0, 3000571.0, 3001848.0, 3006131.0, 3006347.0, 3009143.0, 3009545.0, 3015503.0, 3016103.0]",47
"A40140 - Civil Engineering Technology, C40140C1 - Civil Engineering Technology Certificate","[78007.0, 486509.0, 922584.0, 1147110.0, 1190673.0, 1226405.0, 2506787.0, 2515164.0, 2561327.0, 2576386.0, 2619040.0, 2657911.0, 2685600.0, 2743862.0, 2770493.0, 2820891.0, 2824444.0, 2828371.0, 2840171.0, 2867587.0, 2877308.0, 2882968.0, 2883720.0, 2897783.0, 2901492.0, 2917907.0, 2935277.0, 2946820.0, 2948530.0, 2959679.0, 2966592.0, 2971710.0, 2973462.0, 2980474.0, 2991749.0, 3001968.0, 3004159.0, 3009242.0, 3013301.0, 3014364.0, 3015090.0, 3016683.0, 3020752.0]",43
"C35300C1 - Plumbing (Diploma)/Basic Plumbing Certificate, D35300 - Plumbing (Diploma)","[655577.0, 1188001.0, 1566636.0, 2437034.0, 2576211.0, 2614028.0, 2655834.0, 2676390.0, 2680777.0, 2682790.0, 2689526.0, 2692496.0, 2692562.0, 2720416.0, 2723589.0, 2824249.0, 2829295.0, 2858359.0, 2897823.0, 2898744.0, 2901900.0, 2915528.0, 2925097.0, 2945812.0, 2961873.0, 2964012.0, 2965496.0, 2984562.0, 2987287.0, 2989090.0, 2989895.0, 2993414.0, 2996390.0, 3007381.0, 3007745.0, 3008553.0, 3010011.0, 3010674.0, 3015883.0, 3016995.0, 3020609.0]",41
"A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert","[103600.0, 621456.0, 957846.0, 1035686.0, 1072105.0, 1223022.0, 1262340.0, 2341002.0, 2474813.0, 2494154.0, 2499918.0, 2522719.0, 2530867.0, 2531237.0, 2545987.0, 2560291.0, 2640908.0, 2641909.0, 2660908.0, 2661394.0, 2712096.0, 2751829.0, 2839870.0, 2848267.0, 2851698.0, 2873276.0, 2892616.0, 2945898.0, 2950191.0, 2953728.0, 2963295.0, 2965247.0, 2974654.0, 2985377.0, 2985971.0, 2988352.0, 2990405.0, 2993143.0, 2994774.0, 3001447.0]",40
